imp#,employee,team,turnover,male,empower,lmx,jobsat,climate,cohesion,empower[team],empower$lmx[team],lmx[team],lmx.mean[team]
1,1,1,0,1,32,11,3,18,3.5000,-1.2341,-0.1358,-0.6654,9.2407
1,2,1,1,1,26.3051,13,4,18,3.5000,-1.2341,-0.1358,-0.6654,9.2407
1,3,1,1,1,30,9,4,18,3.5000,-1.2341,-0.1358,-0.6654,9.2407
1,4,1,1,1,29,8,3,18,3.5000,-1.2341,-0.1358,-0.6654,9.2407
1,5,1,1,0,26,7,4,18,3.5000,-1.2341,-0.1358,-0.6654,9.2407
1,6,1,999,0,26.7387,10,999,18,3.5000,-1.2341,-0.1358,-0.6654,9.2407
1,7,2,0,0,29.6265,11,5,17,4,-0.2394,-0.1974,1.5194,10.0608
1,8,2,0,1,22,9,3,17,4,-0.2394,-0.1974,1.5194,10.0608
1,9,2,0,0,23,12.0264,2,17,4,-0.2394,-0.1974,1.5194,10.0608
1,10,2,0,0,32,9,4,17,4,-0.2394,-0.1974,1.5194,10.0608
1,11,2,0,1,36.9328,12,5,17,4,-0.2394,-0.1974,1.5194,10.0608
1,12,2,1,0,36,13,4,17,4,-0.2394,-0.1974,1.5194,10.0608
1,13,3,0,0,16,0,3,24.9852,6,-2.7943,-0.4796,0.0647,9.4228
1,14,3,1,0,25,8,3,24.9852,6,-2.7943,-0.4796,0.0647,9.4228
1,15,3,0,1,31,15,3,24.9852,6,-2.7943,-0.4796,0.0647,9.4228
1,16,3,0,1,27,9,6,24.9852,6,-2.7943,-0.4796,0.0647,9.4228
1,17,3,0,1,30,9,4,24.9852,6,-2.7943,-0.4796,0.0647,9.4228
1,18,3,0,1,23,15.0162,3,24.9852,6,-2.7943,-0.4796,0.0647,9.4228
1,19,4,0,0,33.6276,13,3,20,4.5000,1.7175,0.3445,-0.0721,9.8488
1,20,4,1,0,26,11,5,20,4.5000,1.7175,0.3445,-0.0721,9.8488
1,21,4,0,1,27,8,4,20,4.5000,1.7175,0.3445,-0.0721,9.8488
1,22,4,1,1,42,10,4,20,4.5000,1.7175,0.3445,-0.0721,9.8488
1,23,4,0,1,24,8,5,20,4.5000,1.7175,0.3445,-0.0721,9.8488
1,24,4,0,0,37,16,6,20,4.5000,1.7175,0.3445,-0.0721,9.8488
1,25,5,0,0,33,12,4,23,6.5000,1.3977,0.1471,-0.4414,9.7763
1,26,5,0,1,37,13,4,23,6.5000,1.3977,0.1471,-0.4414,9.7763
1,27,5,0,1,29,4.7588,4,23,6.5000,1.3977,0.1471,-0.4414,9.7763
1,28,5,0,1,32,9,5,23,6.5000,1.3977,0.1471,-0.4414,9.7763
1,29,5,0,0,24,6,4,23,6.5000,1.3977,0.1471,-0.4414,9.7763
1,30,5,1,0,31,6,3,23,6.5000,1.3977,0.1471,-0.4414,9.7763
1,31,6,1,0,21,2,3,21.3237,6.7533,0.5329,0.6751,-0.0211,9.4251
1,32,6,1,0,29,8,3,21.3237,6.7533,0.5329,0.6751,-0.0211,9.4251
1,33,6,0,1,36.4577,12,5,21.3237,6.7533,0.5329,0.6751,-0.0211,9.4251
1,34,6,0,1,25,9,5,21.3237,6.7533,0.5329,0.6751,-0.0211,9.4251
1,35,6,999,0,38.3697,12,999,21.3237,6.7533,0.5329,0.6751,-0.0211,9.4251
1,36,6,1,1,36,12.0526,5,21.3237,6.7533,0.5329,0.6751,-0.0211,9.4251
1,37,7,1,1,29,4,2,12,2,1.7669,0.3536,-0.0504,9.0027
1,38,7,0,1,26,5.7555,4,12,2,1.7669,0.3536,-0.0504,9.0027
1,39,7,1,0,26,6,2,12,2,1.7669,0.3536,-0.0504,9.0027
1,40,7,0,1,26,10,4,12,2,1.7669,0.3536,-0.0504,9.0027
1,41,7,1,1,31,9,4,12,2,1.7669,0.3536,-0.0504,9.0027
1,42,7,0,0,33,8,4,12,2,1.7669,0.3536,-0.0504,9.0027
1,43,8,999,0,24.8952,8,999,16,3.5000,-0.6247,0.0438,0.2924,8.9695
1,44,8,0,0,26,12,5,16,3.5000,-0.6247,0.0438,0.2924,8.9695
1,45,8,0,1,25,5,5,16,3.5000,-0.6247,0.0438,0.2924,8.9695
1,46,8,999,1,23.9776,9,999,16,3.5000,-0.6247,0.0438,0.2924,8.9695
1,47,8,0,1,29,5,3,16,3.5000,-0.6247,0.0438,0.2924,8.9695
1,48,8,0,0,27,9.3391,4,16,3.5000,-0.6247,0.0438,0.2924,8.9695
1,49,9,0,0,27,7,5,23,4,0.8440,0.1002,-0.3831,10.3373
1,50,9,0,0,28,9,5,23,4,0.8440,0.1002,-0.3831,10.3373
1,51,9,0,0,26,7,4,23,4,0.8440,0.1002,-0.3831,10.3373
1,52,9,0,1,29,12,4,23,4,0.8440,0.1002,-0.3831,10.3373
1,53,9,1,1,28,10,4,23,4,0.8440,0.1002,-0.3831,10.3373
1,54,9,0,0,25,7.8573,5,23,4,0.8440,0.1002,-0.3831,10.3373
1,55,10,1,1,33,8,4,24,6.5000,0.7572,0.3402,-0.0890,8.9268
1,56,10,1,0,27,9,3,24,6.5000,0.7572,0.3402,-0.0890,8.9268
1,57,10,0,1,29,6,4,24,6.5000,0.7572,0.3402,-0.0890,8.9268
1,58,10,0,1,36,14,4,24,6.5000,0.7572,0.3402,-0.0890,8.9268
1,59,10,0,0,24,6.6325,4,24,6.5000,0.7572,0.3402,-0.0890,8.9268
1,60,10,0,1,22,5,3,24,6.5000,0.7572,0.3402,-0.0890,8.9268
1,61,11,1,0,28,8,3,15,5,-0.1888,-0.3830,-0.7007,8.4098
1,62,11,0,1,26,7,6,15,5,-0.1888,-0.3830,-0.7007,8.4098
1,63,11,0,0,30,11,4,15,5,-0.1888,-0.3830,-0.7007,8.4098
1,64,11,0,1,28,8,4,15,5,-0.1888,-0.3830,-0.7007,8.4098
1,65,11,0,1,28,8,3,15,5,-0.1888,-0.3830,-0.7007,8.4098
1,66,11,1,0,25,5,3,15,5,-0.1888,-0.3830,-0.7007,8.4098
1,67,12,0,1,36,10,5,18,6,-0.3785,-0.1482,0.6453,9.5644
1,68,12,0,1,32,10.2367,3,18,6,-0.3785,-0.1482,0.6453,9.5644
1,69,12,0,0,30,11,4,18,6,-0.3785,-0.1482,0.6453,9.5644
1,70,12,0,0,30,12,7,18,6,-0.3785,-0.1482,0.6453,9.5644
1,71,12,1,0,34,9,3,18,6,-0.3785,-0.1482,0.6453,9.5644
1,72,12,999,1,25.5114,7,999,18,6,-0.3785,-0.1482,0.6453,9.5644
1,73,13,0,1,24,5,5,19,4.5000,0.8592,0.1442,-1.9601,9.3688
1,74,13,0,1,23,2,4,19,4.5000,0.8592,0.1442,-1.9601,9.3688
1,75,13,0,0,25,10,4,19,4.5000,0.8592,0.1442,-1.9601,9.3688
1,76,13,1,0,27,11,4,19,4.5000,0.8592,0.1442,-1.9601,9.3688
1,77,13,1,1,24,6,3,19,4.5000,0.8592,0.1442,-1.9601,9.3688
1,78,13,999,1,34.6810,8,999,19,4.5000,0.8592,0.1442,-1.9601,9.3688
1,79,14,1,1,24,3,2,20,5,-0.1644,0.2443,0.0756,8.9106
1,80,14,0,1,30,9.8093,3,20,5,-0.1644,0.2443,0.0756,8.9106
1,81,14,1,0,22,7,2,20,5,-0.1644,0.2443,0.0756,8.9106
1,82,14,1,0,27,8,4,20,5,-0.1644,0.2443,0.0756,8.9106
1,83,14,0,0,38,10,4,20,5,-0.1644,0.2443,0.0756,8.9106
1,84,14,1,1,30,4,4,20,5,-0.1644,0.2443,0.0756,8.9106
1,85,15,0,1,34,9,3,15,4.5000,-0.4502,-0.0078,-0.6475,9.2796
1,86,15,0,1,24,13,5,15,4.5000,-0.4502,-0.0078,-0.6475,9.2796
1,87,15,1,1,21,5,3,15,4.5000,-0.4502,-0.0078,-0.6475,9.2796
1,88,15,0,1,33,12,3,15,4.5000,-0.4502,-0.0078,-0.6475,9.2796
1,89,15,0,1,35,10,5,15,4.5000,-0.4502,-0.0078,-0.6475,9.2796
1,90,15,1,1,23,4.3717,1,15,4.5000,-0.4502,-0.0078,-0.6475,9.2796
1,91,16,0,1,28,9,5,24,4.5000,0.1337,0.3031,-0.0292,9.4759
1,92,16,999,1,33.0572,9,999,24,4.5000,0.1337,0.3031,-0.0292,9.4759
1,93,16,1,0,24,4,3,24,4.5000,0.1337,0.3031,-0.0292,9.4759
1,94,16,0,1,34,12,5,24,4.5000,0.1337,0.3031,-0.0292,9.4759
1,95,16,0,0,34,8,5,24,4.5000,0.1337,0.3031,-0.0292,9.4759
1,96,16,1,0,33.2190,12,6,24,4.5000,0.1337,0.3031,-0.0292,9.4759
1,97,17,1,0,29,4,3,15,5.5000,0.7924,-0.1919,0.2450,10.0910
1,98,17,999,0,31.6615,11,999,15,5.5000,0.7924,-0.1919,0.2450,10.0910
1,99,17,0,0,26,10,5,15,5.5000,0.7924,-0.1919,0.2450,10.0910
1,100,17,0,1,33,10,4,15,5.5000,0.7924,-0.1919,0.2450,10.0910
1,101,17,1,1,29,6.7519,4,15,5.5000,0.7924,-0.1919,0.2450,10.0910
1,102,17,0,0,26.4092,12,6,15,5.5000,0.7924,-0.1919,0.2450,10.0910
1,103,18,0,1,31.5791,10,1,16,4,-0.4420,-0.0139,0.5170,10.4887
1,104,18,1,0,22,10,4,16,4,-0.4420,-0.0139,0.5170,10.4887
1,105,18,0,1,28,9,3,16,4,-0.4420,-0.0139,0.5170,10.4887
1,106,18,1,1,32,13,4,16,4,-0.4420,-0.0139,0.5170,10.4887
1,107,18,0,0,27,10,2,16,4,-0.4420,-0.0139,0.5170,10.4887
1,108,18,999,1,31.0932,17,999,16,4,-0.4420,-0.0139,0.5170,10.4887
1,109,19,0,0,28,8,5,22,5,0.7723,-0.2212,0.1076,9.5667
1,110,19,0,0,33,13,4,22,5,0.7723,-0.2212,0.1076,9.5667
1,111,19,0,1,34.2033,9,4,22,5,0.7723,-0.2212,0.1076,9.5667
1,112,19,0,0,26,4,7,22,5,0.7723,-0.2212,0.1076,9.5667
1,113,19,0,1,33,11.0549,3,22,5,0.7723,-0.2212,0.1076,9.5667
1,114,19,0,0,27.4970,11,4,22,5,0.7723,-0.2212,0.1076,9.5667
1,115,20,0,0,23,9,3,14,3,1.1012,0.7829,1.7668,10.2252
1,116,20,1,0,22,6,4,14,3,1.1012,0.7829,1.7668,10.2252
1,117,20,0,0,29,12,4,14,3,1.1012,0.7829,1.7668,10.2252
1,118,20,0,0,26,15,4,14,3,1.1012,0.7829,1.7668,10.2252
1,119,20,1,0,29,10,3,14,3,1.1012,0.7829,1.7668,10.2252
1,120,20,0,0,24,9,4,14,3,1.1012,0.7829,1.7668,10.2252
1,121,21,0,1,25,7,3,19,5,1.2928,0.6831,2.1919,10.1999
1,122,21,1,0,36.7321,17,4,19,5,1.2928,0.6831,2.1919,10.1999
1,123,21,1,0,17,5,2,19,5,1.2928,0.6831,2.1919,10.1999
1,124,21,0,0,35,7.7212,5,19,5,1.2928,0.6831,2.1919,10.1999
1,125,21,0,0,26,9,5,19,5,1.2928,0.6831,2.1919,10.1999
1,126,21,0,1,37,10,3,19,5,1.2928,0.6831,2.1919,10.1999
1,127,22,0,1,39,10,5,20.6584,7,2.8326,0.2778,-1.4017,9.2699
1,128,22,0,1,31,7,4,20.6584,7,2.8326,0.2778,-1.4017,9.2699
1,129,22,0,1,32,6,3,20.6584,7,2.8326,0.2778,-1.4017,9.2699
1,130,22,0,1,33,9,6,20.6584,7,2.8326,0.2778,-1.4017,9.2699
1,131,22,0,0,32,5,3,20.6584,7,2.8326,0.2778,-1.4017,9.2699
1,132,22,0,1,31,11.1964,3,20.6584,7,2.8326,0.2778,-1.4017,9.2699
1,133,23,0,1,28,11,4,24,4.4881,-0.2814,-0.1126,1.0306,10.2009
1,134,23,0,0,22,10,4,24,4.4881,-0.2814,-0.1126,1.0306,10.2009
1,135,23,999,0,37.2464,14,999,24,4.4881,-0.2814,-0.1126,1.0306,10.2009
